GMT Time,Loss of Load Probability - Latest - GB (),Actual Total Load - GB (MW),Demand Outturn (ITSDO) - GB (MW)
2020-11-26T16:00:00,0,44023,41683
2020-11-26T16:30:00,0,45734,43086
2020-11-26T17:00:00,0.01,46640,43346
2020-11-26T17:30:00,0,46642,43364
2020-11-26T18:00:00,0,46257,43126
2020-11-26T18:30:00,0,45368,42820
2020-11-26T19:00:00,0,45011,42286
2020-11-26T19:30:00,0,43386,40928
2020-11-26T20:00:00,0,42112,39697
2020-11-26T20:30:00,0,40623,38273
2020-11-26T21:00:00,0,38841,36331
2020-11-26T21:30:00,0,36864,34618
2020-11-26T22:00:00,0,33856,32617
2020-11-26T22:30:00,0,31784,31603
2020-11-26T23:00:00,0,29493,30413
2020-11-26T23:30:00,0,28228,29312
2020-11-27T00:00:00,0,28710,28991
2020-11-27T00:30:00,0,29111,28878
2020-11-27T01:00:00,0,29425,28869
2020-11-27T01:30:00,0,28702,28283
2020-11-27T02:00:00,0,27999,27773
2020-11-27T02:30:00,0,27415,27563
2020-11-27T03:00:00,0,25719,27159
2020-11-27T03:30:00,0,25180,26626
2020-11-27T04:00:00,0,23715,26385
2020-11-27T04:30:00,0,23891,26645
2020-11-27T05:00:00,0,24290,28018
2020-11-27T05:30:00,0,25592,28966
2020-11-27T06:00:00,0,28899,31771
2020-11-27T06:30:00,0,31602,34109
2020-11-27T07:00:00,0,35344,36213
2020-11-27T07:30:00,0,36772,37725
2020-11-27T08:00:00,0,38282,38066
2020-11-27T08:30:00,0,38944,38447
2020-11-27T09:00:00,0,40702,38849
2020-11-27T09:30:00,0,41230,38980
2020-11-27T10:00:00,0,42034,39230
2020-11-27T10:30:00,0,41996,38961
2020-11-27T11:00:00,0,41947,39007
2020-11-27T11:30:00,0,41965,39006
2020-11-27T12:00:00,0,42758,39287
2020-11-27T12:30:00,0,42386,39224
2020-11-27T13:00:00,0,43017,39252
2020-11-27T13:30:00,0,42590,39036
2020-11-27T14:00:00,0,42041,38883
2020-11-27T14:30:00,0,41515,38930
2020-11-27T15:00:00,0,40798,39398
2020-11-27T15:30:00,0,41670,40527
2020-11-27T16:00:00,0,44414,41592
2020-11-27T16:30:00,0,45388,42558
2020-11-27T17:00:00,0,46621,43276
2020-11-27T17:30:00,0,46577,43301
2020-11-27T18:00:00,0,45667,42582
2020-11-27T18:30:00,0,44971,41771
2020-11-27T19:00:00,0,43841,40500
2020-11-27T19:30:00,0,42624,39118
2020-11-27T20:00:00,0,41423,37775
2020-11-27T20:30:00,0,39937,36390
2020-11-27T21:00:00,0,38732,34720
2020-11-27T21:30:00,0,36970,33067
2020-11-27T22:00:00,0,33899,31280
2020-11-27T22:30:00,0,32283,29813
2020-11-27T23:00:00,0,32329,28245
2020-11-27T23:30:00,0,31754,27163
2020-11-28T00:00:00,0,31245,26911
2020-11-28T00:30:00,0,31517,26983
2020-11-28T01:00:00,0,30589,26973
2020-11-28T01:30:00,0,29520,26175
2020-11-28T02:00:00,0,28377,25991
2020-11-28T02:30:00,0,27807,26113
2020-11-28T03:00:00,0,27064,25492
2020-11-28T03:30:00,0,26555,25036
2020-11-28T04:00:00,0,25877,24787
2020-11-28T04:30:00,0,25735,24651
2020-11-28T05:00:00,0,25995,24742
2020-11-28T05:30:00,0,26565,25253
2020-11-28T06:00:00,0,28300,26339
2020-11-28T06:30:00,0,29243,27347
2020-11-28T07:00:00,0,29740,27924
2020-11-28T07:30:00,0,30643,28632
2020-11-28T08:00:00,0,33306,30334
2020-11-28T08:30:00,0,34767,31734
2020-11-28T09:00:00,0,36921,33116
2020-11-28T09:30:00,0,37790,33756
2020-11-28T10:00:00,0,39322,34606
2020-11-28T10:30:00,0,39826,34819
2020-11-28T11:00:00,0,40072,34805
2020-11-28T11:30:00,0,40272,34951
2020-11-28T12:00:00,0,40777,35307
2020-11-28T12:30:00,0,40879,35485
2020-11-28T13:00:00,0,40596,35294
2020-11-28T13:30:00,0,40287,35232
2020-11-28T14:00:00,0,39690,35119
2020-11-28T14:30:00,0,39344,35242
2020-11-28T15:00:00,0,39375,35788
2020-11-28T15:30:00,0,40023,36473
2020-11-28T16:00:00,0,41566,38084
2020-11-28T16:30:00,0,42807,39072
2020-11-28T17:00:00,0,43959,40285
2020-11-28T17:30:00,0,43719,40342
2020-11-28T18:00:00,0,43179,39903
2020-11-28T18:30:00,0,41901,38943
2020-11-28T19:00:00,0,40729,37704
2020-11-28T19:30:00,0,39498,36767
2020-11-28T20:00:00,0,38234,35303
2020-11-28T20:30:00,0,37228,34207
2020-11-28T21:00:00,0,35781,32796
2020-11-28T21:30:00,0,34552,31738
2020-11-28T22:00:00,0,33130,30264
2020-11-28T22:30:00,0,31912,29067
2020-11-28T23:00:00,0,30798,27566
2020-11-28T23:30:00,0,29689,26552
2020-11-29T00:00:00,0,29257,26250
2020-11-29T00:30:00,0,29551,26552
2020-11-29T01:00:00,0,29326,26204
2020-11-29T01:30:00,0,28588,25481
2020-11-29T02:00:00,0,27765,25031
2020-11-29T02:30:00,0,26552,25120
2020-11-29T03:00:00,0,25839,25039
2020-11-29T03:30:00,0,25044,24971
2020-11-29T04:00:00,0,24659,24687
2020-11-29T04:30:00,0,24565,24615
2020-11-29T05:00:00,0,24720,24808
2020-11-29T05:30:00,0,24913,24993
2020-11-29T06:00:00,0,26365,25399
2020-11-29T06:30:00,0,27142,26130
2020-11-29T07:00:00,0,28572,26655
2020-11-29T07:30:00,0,29210,27234
2020-11-29T08:00:00,0,30974,28493
2020-11-29T08:30:00,0,32662,29974
2020-11-29T09:00:00,0,34369,31714
2020-11-29T09:30:00,0,35716,32836
2020-11-29T10:00:00,0,36654,34034
2020-11-29T10:30:00,0,37445,34738
2020-11-29T11:00:00,0,38164,35351
2020-11-29T11:30:00,0,38956,36039
2020-11-29T12:00:00,0,39653,36571
2020-11-29T12:30:00,0,39916,36774
2020-11-29T13:00:00,0,40068,37061
2020-11-29T13:30:00,0,39814,37095
2020-11-29T14:00:00,0,39655,37127
2020-11-29T14:30:00,0,39942,37736
2020-11-29T15:00:00,0,40664,38572
2020-11-29T15:30:00,0,41583,39427
2020-11-29T16:00:00,0,43340,41020
2020-11-29T16:30:00,0,45087,42424
2020-11-29T17:00:00,0,45486,43163
2020-11-29T17:30:00,0,44961,42795
2020-11-29T18:00:00,0,43832,41890
2020-11-29T18:30:00,0,42757,40777
2020-11-29T19:00:00,0,41652,39555
2020-11-29T19:30:00,0,39889,37826
2020-11-29T20:00:00,0,38625,36653
2020-11-29T20:30:00,0,37278,35320
2020-11-29T21:00:00,0,35526,33568
2020-11-29T21:30:00,0,33915,32057
2020-11-29T22:00:00,0,32393,30178
2020-11-29T22:30:00,0,30963,28644
2020-11-29T23:00:00,0,29981,26896
2020-11-29T23:30:00,0,28612,26022
2020-11-30T00:00:00,0,28205,25722
2020-11-30T00:30:00,0,28699,26020
2020-11-30T01:00:00,0,28015,26223
2020-11-30T01:30:00,0,27279,25624
2020-11-30T02:00:00,0,25508,25327
2020-11-30T02:30:00,0,25152,25003
2020-11-30T03:00:00,0,23113,24744
2020-11-30T03:30:00,0,22517,24181
2020-11-30T04:00:00,0,21173,25020
2020-11-30T04:30:00,0,21113,25145
2020-11-30T05:00:00,0,21644,26168
2020-11-30T05:30:00,0,23073,26979
2020-11-30T06:00:00,0,26169,29149
2020-11-30T06:30:00,0,28747,31649
2020-11-30T07:00:00,0,32864,34217
2020-11-30T07:30:00,0,35023,36005
2020-11-30T08:00:00,0,36914,37002
2020-11-30T08:30:00,0,37651,37595
2020-11-30T09:00:00,0,39008,38046
2020-11-30T09:30:00,0,39426,38363
2020-11-30T10:00:00,0,39173,38527
2020-11-30T10:30:00,0,39431,38680
2020-11-30T11:00:00,0,39568,38770
2020-11-30T11:30:00,0,40030,39087
2020-11-30T12:00:00,0,40722,39666
2020-11-30T12:30:00,0,40871,39832
2020-11-30T13:00:00,0,41245,39335
2020-11-30T13:30:00,0,40858,38976
2020-11-30T14:00:00,0,40241,38739
2020-11-30T14:30:00,0,39779,38565
2020-11-30T15:00:00,0,40515,38685
2020-11-30T15:30:00,0,41660,39744
2020-11-30T16:00:00,0,45005,40760
2020-11-30T16:30:00,0,45797,42034
2020-11-30T17:00:00,0,47132,43128
2020-11-30T17:30:00,0,46883,43261
2020-11-30T18:00:00,0,44875,42295
2020-11-30T18:30:00,0,43595,41110
2020-11-30T19:00:00,0,42959,39720
2020-11-30T19:30:00,0,41399,38172
2020-11-30T20:00:00,0,40545,37085
2020-11-30T20:30:00,0,39177,35733
2020-11-30T21:00:00,0,37092,34219
2020-11-30T21:30:00,0,34916,32252
2020-11-30T22:00:00,0,31437,30747
2020-11-30T22:30:00,0,29830,29289
2020-11-30T23:00:00,0,29176,27580
2020-11-30T23:30:00,0,28294,26552
2020-12-01T00:00:00,0,27963,26812
2020-12-01T00:30:00,0,28867,26886
2020-12-01T01:00:00,0,28985,26473
2020-12-01T01:30:00,0,28409,26105
2020-12-01T02:00:00,0,27663,25861
2020-12-01T02:30:00,0,27043,25593
2020-12-01T03:00:00,0,26811,25431
2020-12-01T03:30:00,0,26230,25397
2020-12-01T04:00:00,0,26292,25245
2020-12-01T04:30:00,0,26673,25314
2020-12-01T05:00:00,0,28369,25137
2020-12-01T05:30:00,0,29357,26205
2020-12-01T06:00:00,0,29561,29690
2020-12-01T06:30:00,0,32114,32919
2020-12-01T07:00:00,0,34102,37503
2020-12-01T07:30:00,0,35529,39474
2020-12-01T08:00:00,0,37973,39583
2020-12-01T08:30:00,0,38623,39800
2020-12-01T09:00:00,0,39901,39883
2020-12-01T09:30:00,0,40328,39737
2020-12-01T10:00:00,0,39496,39419
2020-12-01T10:30:00,0,39549,39083
2020-12-01T11:00:00,0,39242,39454
2020-12-01T11:30:00,0,39237,39352
2020-12-01T12:00:00,0,39767,39775
2020-12-01T12:30:00,0,39890,40254
2020-12-01T13:00:00,0,39955,39569
2020-12-01T13:30:00,0,39514,39663
2020-12-01T14:00:00,0,39525,39878
2020-12-01T14:30:00,0,39529,40156
2020-12-01T15:00:00,0,40851,40560
2020-12-01T15:30:00,0,41966,41854
2020-12-01T16:00:00,0,45074,43916
2020-12-01T16:30:00,0,46267,44745
2020-12-01T17:00:00,0,47830,45607
2020-12-01T17:30:00,0,47710,45469
2020-12-01T18:00:00,0,47589,45203
2020-12-01T18:30:00,0,47152,44879
2020-12-01T19:00:00,0,46191,43516
2020-12-01T19:30:00,0,44831,41972
2020-12-01T20:00:00,0,43723,40290
2020-12-01T20:30:00,0,42226,38599
2020-12-01T21:00:00,0,41137,36669
2020-12-01T21:30:00,0,39543,34921
2020-12-01T22:00:00,0,37319,32920
2020-12-01T22:30:00,0,35523,31245
2020-12-01T23:00:00,0,32961,29242
2020-12-01T23:30:00,0,31521,28504
2020-12-02T00:00:00,0,31325,28687
2020-12-02T00:30:00,0,31880,28953
2020-12-02T01:00:00,0,30678,28974
2020-12-02T01:30:00,0,30043,28486
2020-12-02T02:00:00,0,29124,28004
2020-12-02T02:30:00,0,28576,27556
2020-12-02T03:00:00,0,27429,27291
2020-12-02T03:30:00,0,26952,26910
2020-12-02T04:00:00,0,25554,26529
2020-12-02T04:30:00,0,25363,27003
2020-12-02T05:00:00,0,24309,29132
2020-12-02T05:30:00,0,25434,30561
2020-12-02T06:00:00,0,27980,33096
2020-12-02T06:30:00,0,31085,35738
2020-12-02T07:00:00,0,34989,38305
2020-12-02T07:30:00,0,36738,39781
2020-12-02T08:00:00,0,38154,40702
2020-12-02T08:30:00,0,39138,41523
2020-12-02T09:00:00,0,39941,42204
2020-12-02T09:30:00,0,40117,42303
2020-12-02T10:00:00,0,40621,42745
2020-12-02T10:30:00,0,40457,42293
2020-12-02T11:00:00,0,41133,41944
2020-12-02T11:30:00,0,41165,41785
2020-12-02T12:00:00,0,41466,42035
2020-12-02T12:30:00,0,41946,41953
2020-12-02T13:00:00,0,41470,42295
2020-12-02T13:30:00,0,40328,41738
2020-12-02T14:00:00,0,39269,41765
2020-12-02T14:30:00,0,39554,41863
2020-12-02T15:00:00,0,40870,41378
2020-12-02T15:30:00,0,42046,42196
2020-12-02T16:00:00,0,44616,43590
2020-12-02T16:30:00,0,45232,44512
2020-12-02T17:00:00,0,46596,44156
2020-12-02T17:30:00,0,46229,43768
2020-12-02T18:00:00,0,44691,43881
2020-12-02T18:30:00,0,44087,43242
2020-12-02T19:00:00,0,44945,41949
2020-12-02T19:30:00,0,43733,40576
2020-12-02T20:00:00,0,42831,39101
2020-12-02T20:30:00,0,41449,37643
2020-12-02T21:00:00,0,38970,35500
2020-12-02T21:30:00,0,36743,33552
2020-12-02T22:00:00,0,33766,33151
2020-12-02T22:30:00,0,31451,31154
2020-12-02T23:00:00,0,30737,28772
2020-12-02T23:30:00,0,29425,27927
2020-12-03T00:00:00,0,29425,27571
2020-12-03T00:30:00,0,29879,28035
2020-12-03T01:00:00,0,29722,27900
2020-12-03T01:30:00,0,28962,27160
2020-12-03T02:00:00,0,28149,26319
2020-12-03T02:30:00,0,28182,26126
2020-12-03T03:00:00,0,27804,26120
2020-12-03T03:30:00,0,27325,25847
2020-12-03T04:00:00,0,27729,26034
2020-12-03T04:30:00,0,27656,26000
2020-12-03T05:00:00,0,28252,26459
2020-12-03T05:30:00,0,29143,27568
2020-12-03T06:00:00,0,30009,30223
2020-12-03T06:30:00,0,32346,33069
2020-12-03T07:00:00,0,35691,36464
2020-12-03T07:30:00,0,37913,38994
2020-12-03T08:00:00,0,39975,40131
2020-12-03T08:30:00,0,40465,40747
2020-12-03T09:00:00,0,43184,42324
2020-12-03T09:30:00,0,43722,42769
2020-12-03T10:00:00,0,43738,42932
2020-12-03T10:30:00,0,44200,43066
2020-12-03T11:00:00,0,45625,43458
2020-12-03T11:30:00,0,46129,43816
2020-12-03T12:00:00,0,46837,44106
2020-12-03T12:30:00,0,46871,44044
2020-12-03T13:00:00,0,47886,44411
2020-12-03T13:30:00,0,47930,44277
2020-12-03T14:00:00,0,47913,44298
2020-12-03T14:30:00,0,45902,43615
2020-12-03T15:00:00,0,46181,43876
2020-12-03T15:30:00,0,47102,44716
2020-12-03T16:00:00,0.02,47501,45257
2020-12-03T16:30:00,0.06,48475,45797
2020-12-03T17:00:00,0.06,48770,46365
2020-12-03T17:30:00,0.11,48519,46149
2020-12-03T18:00:00,0.03,48330,45941
2020-12-03T18:30:00,0,48279,45858
2020-12-03T19:00:00,0,47281,44810
2020-12-03T19:30:00,0,46232,43699
2020-12-03T20:00:00,0,44792,42232
2020-12-03T20:30:00,0,43323,40479
2020-12-03T21:00:00,0,41539,38446
2020-12-03T21:30:00,0,39658,36205
2020-12-03T22:00:00,0,37434,33978
2020-12-03T22:30:00,0,35175,31814
2020-12-03T23:00:00,0,33615,29814
2020-12-03T23:30:00,0,32413,28320
2020-12-04T00:00:00,0,31653,27742
2020-12-04T00:30:00,0,32360,27716
2020-12-04T01:00:00,0,31676,27544
2020-12-04T01:30:00,0,30796,27583
2020-12-04T02:00:00,0,29296,27549
2020-12-04T02:30:00,0,28802,27234
2020-12-04T03:00:00,0,28149,26831
2020-12-04T03:30:00,0,27463,26341
2020-12-04T04:00:00,0,26224,25923
2020-12-04T04:30:00,0,26403,25934
2020-12-04T05:00:00,0,27479,26783
2020-12-04T05:30:00,0,29291,28123
2020-12-04T06:00:00,0,32339,29811
2020-12-04T06:30:00,0,35180,32550
2020-12-04T07:00:00,0,37774,35984
2020-12-04T07:30:00,0,39767,38055
2020-12-04T08:00:00,0,40662,38903
2020-12-04T08:30:00,0,41600,39615
2020-12-04T09:00:00,0,44549,40109
2020-12-04T09:30:00,0,45262,40471
2020-12-04T10:00:00,0,45048,40793
2020-12-04T10:30:00,0,45377,40891
2020-12-04T11:00:00,0,44932,41042
2020-12-04T11:30:00,0,45154,41023
2020-12-04T12:00:00,0,45960,41227
2020-12-04T12:30:00,0,45045,40794
2020-12-04T13:00:00,0,44365,41159
2020-12-04T13:30:00,0,44827,41078
2020-12-04T14:00:00,0,44313,41200
2020-12-04T14:30:00,0,43838,41053
2020-12-04T15:00:00,0,44342,41186
2020-12-04T15:30:00,0,45153,41722
2020-12-04T16:00:00,0,48482,42788
2020-12-04T16:30:00,0,49630,43631
2020-12-04T17:00:00,0,50544,44112
2020-12-04T17:30:00,0,50127,43673
2020-12-04T18:00:00,0,48194,42665
2020-12-04T18:30:00,0,46935,41520
2020-12-04T19:00:00,0,46402,40501
2020-12-04T19:30:00,0,45025,39138
2020-12-04T20:00:00,0,42853,37694
2020-12-04T20:30:00,0,41327,36230
2020-12-04T21:00:00,0,39681,34674
2020-12-04T21:30:00,0,37876,33101
2020-12-04T22:00:00,0,34480,32542
2020-12-04T22:30:00,0,32495,30934
2020-12-04T23:00:00,0,31359,28241
2020-12-04T23:30:00,0,29902,28040
2020-12-05T00:00:00,0,29851,27923
2020-12-05T00:30:00,0,29990,27995
2020-12-05T01:00:00,0,30337,27786
2020-12-05T01:30:00,0,29890,27504
2020-12-05T02:00:00,0,28396,26871
2020-12-05T02:30:00,0,28239,26676
2020-12-05T03:00:00,0,27719,26055
2020-12-05T03:30:00,0,27257,25663
2020-12-05T04:00:00,0,26515,25217
2020-12-05T04:30:00,0,26298,25034
2020-12-05T05:00:00,0,26303,24897
2020-12-05T05:30:00,0,27172,25240
2020-12-05T06:00:00,0,30047,26442
2020-12-05T06:30:00,0,31050,27149
2020-12-05T07:00:00,0,30150,29974
2020-12-05T07:30:00,0,31510,31643
2020-12-05T08:00:00,0,35274,32255
2020-12-05T08:30:00,0,37209,33762
2020-12-05T09:00:00,0,38638,34847
2020-12-05T09:30:00,0,40031,35547
2020-12-05T10:00:00,0,41999,35824
2020-12-05T10:30:00,0,42623,35920
2020-12-05T11:00:00,0,43149,35827
2020-12-05T11:30:00,0,43462,35955
2020-12-05T12:00:00,0,43649,36070
2020-12-05T12:30:00,0,43585,36054
2020-12-05T13:00:00,0,43232,35991
2020-12-05T13:30:00,0,42861,36088
2020-12-05T14:00:00,0,41660,36041
2020-12-05T14:30:00,0,41312,36195
2020-12-05T15:00:00,0,42045,37152
2020-12-05T15:30:00,0,42879,38161
2020-12-05T16:00:00,0,44027,39553
2020-12-05T16:30:00,0,45910,41242
2020-12-05T17:00:00,0,46402,41775
2020-12-05T17:30:00,0,46631,42039
2020-12-05T18:00:00,0,45656,41385
2020-12-05T18:30:00,0,44826,40996
2020-12-05T19:00:00,0,43586,39922
2020-12-05T19:30:00,0,41980,38780
2020-12-05T20:00:00,0,41333,37814
2020-12-05T20:30:00,0,40062,36914
2020-12-05T21:00:00,0,38250,35816
2020-12-05T21:30:00,0,36802,34649
2020-12-05T22:00:00,0,34379,33163
2020-12-05T22:30:00,0,32722,31668
2020-12-05T23:00:00,0,32170,29941
2020-12-05T23:30:00,0,31281,28723
2020-12-06T00:00:00,0,30906,28531
2020-12-06T00:30:00,0,31350,28533
2020-12-06T01:00:00,0,30123,28775
2020-12-06T01:30:00,0,29148,28382
2020-12-06T02:00:00,0,28640,27865
2020-12-06T02:30:00,0,28125,27441
2020-12-06T03:00:00,0,27396,27295
2020-12-06T03:30:00,0,26795,26879
2020-12-06T04:00:00,0,26230,26639
2020-12-06T04:30:00,0,26105,26543
2020-12-06T05:00:00,0,26164,26619
2020-12-06T05:30:00,0,26382,26738
2020-12-06T06:00:00,0,28169,27384
2020-12-06T06:30:00,0,28862,28118
2020-12-06T07:00:00,0,27338,28436
2020-12-06T07:30:00,0,28217,29544
2020-12-06T08:00:00,0,30822,30939
2020-12-06T08:30:00,0,32857,32649
2020-12-06T09:00:00,0,35372,34504
2020-12-06T09:30:00,0,36813,35543
2020-12-06T10:00:00,0,39446,36813
2020-12-06T10:30:00,0,40287,37231
2020-12-06T11:00:00,0,41178,37767
2020-12-06T11:30:00,0,41595,38065
2020-12-06T12:00:00,0,42074,38667
2020-12-06T12:30:00,0,42323,38907
2020-12-06T13:00:00,0,42450,39210
2020-12-06T13:30:00,0,42276,39078
2020-12-06T14:00:00,0,42370,39126
2020-12-06T14:30:00,0,42390,39395
2020-12-06T15:00:00,0,42031,39346
2020-12-06T15:30:00,0,43240,40638
2020-12-06T16:00:00,0,45475,42550
2020-12-06T16:30:00,0,47422,43947
2020-12-06T17:00:00,0.01,47985,44500
2020-12-06T17:30:00,0.04,47509,44201
2020-12-06T18:00:00,0.02,45977,43155
2020-12-06T18:30:00,0,44781,42522
2020-12-06T19:00:00,0,43514,41122
2020-12-06T19:30:00,0,42198,40167
2020-12-06T20:00:00,0,41456,39408
2020-12-06T20:30:00,0,40282,38425
2020-12-06T21:00:00,0,38330,36972
2020-12-06T21:30:00,0,36571,35354
2020-12-06T22:00:00,0,33457,33338
2020-12-06T22:30:00,0,31484,31604
2020-12-06T23:00:00,0,30636,29810
2020-12-06T23:30:00,0,29712,28627
2020-12-07T00:00:00,0,30264,28624
2020-12-07T00:30:00,0,30806,29041
2020-12-07T01:00:00,0,30302,29456
2020-12-07T01:30:00,0,29614,28924
2020-12-07T02:00:00,0,29027,28493
2020-12-07T02:30:00,0,28812,28447
2020-12-07T03:00:00,0,28546,28280
2020-12-07T03:30:00,0,28083,28143
2020-12-07T04:00:00,0,27550,27940
2020-12-07T04:30:00,0,27493,28208
2020-12-07T05:00:00,0,26778,28592
2020-12-07T05:30:00,0,28165,29596
2020-12-07T06:00:00,0,31095,32170
2020-12-07T06:30:00,0,33979,34990
2020-12-07T07:00:00,0,38114,37772
2020-12-07T07:30:00,0,39883,39671
2020-12-07T08:00:00,0,41188,41574
2020-12-07T08:30:00,0,41871,42414
2020-12-07T09:00:00,0,42641,43498
2020-12-07T09:30:00,0,43304,43933
2020-12-07T10:00:00,0,43304,44559
2020-12-07T10:30:00,0.01,43633,44597
2020-12-07T11:00:00,0,45138,43392
2020-12-07T11:30:00,0,45264,43319
2020-12-07T12:00:00,0,44735,43883
2020-12-07T12:30:00,0,44700,43999
2020-12-07T13:00:00,0,44806,43593
2020-12-07T13:30:00,0,44188,43162
2020-12-07T14:00:00,0,43969,42900
2020-12-07T14:30:00,0,43896,43077
2020-12-07T15:00:00,0,44485,43698
2020-12-07T15:30:00,0.02,45355,44607
2020-12-07T16:00:00,0.01,47182,45651
2020-12-07T16:30:00,0.02,48733,46773
2020-12-07T17:00:00,0.02,49034,47269
2020-12-07T17:30:00,0.01,48783,47119
2020-12-07T18:00:00,0,48196,46825
2020-12-07T18:30:00,0,47488,46078
2020-12-07T19:00:00,0,47258,45383
2020-12-07T19:30:00,0,45805,43940
2020-12-07T20:00:00,0,44044,42341
2020-12-07T20:30:00,0,42450,40674
2020-12-07T21:00:00,0,39682,38562
2020-12-07T21:30:00,0,37379,36782
2020-12-07T22:00:00,0,32925,35901
2020-12-07T22:30:00,0,30471,34425
2020-12-07T23:00:00,0,29081,31469
2020-12-07T23:30:00,0,28005,30538
2020-12-08T00:00:00,0,28727,30407
2020-12-08T00:30:00,0,29258,30654
2020-12-08T01:00:00,0,29637,30072
2020-12-08T01:30:00,0,29136,29276
2020-12-08T02:00:00,0,28275,28705
2020-12-08T02:30:00,0,28071,28355
2020-12-08T03:00:00,0,27559,28059
2020-12-08T03:30:00,0,27254,27870
2020-12-08T04:00:00,0,26790,27665
2020-12-08T04:30:00,0,26756,27796
2020-12-08T05:00:00,0,26420,29254
2020-12-08T05:30:00,0,27730,30851
2020-12-08T06:00:00,0,30281,33282
2020-12-08T06:30:00,0,33482,35718
2020-12-08T07:00:00,0,37024,39208
2020-12-08T07:30:00,0,39430,41307
2020-12-08T08:00:00,0,42742,42533
2020-12-08T08:30:00,0,43357,42666
2020-12-08T09:00:00,0,45373,42928
2020-12-08T09:30:00,0,46197,43194
2020-12-08T10:00:00,0,45934,42388
2020-12-08T10:30:00,0,46118,42170
2020-12-08T11:00:00,0,46658,41963
2020-12-08T11:30:00,0,46772,42028
2020-12-08T12:00:00,0,47328,42262
2020-12-08T12:30:00,0,47358,42234
2020-12-08T13:00:00,0,47756,42214
2020-12-08T13:30:00,0,47141,41932
2020-12-08T14:00:00,0,46531,41907
2020-12-08T14:30:00,0,46076,41856
2020-12-08T15:00:00,0,46481,42534
2020-12-08T15:30:00,0,47650,43857
2020-12-08T16:00:00,0,49788,45222
2020-12-08T16:30:00,0,50852,46157
2020-12-08T17:00:00,0,50971,46488
2020-12-08T17:30:00,0,50345,46142
2020-12-08T18:00:00,0,49195,45508
2020-12-08T18:30:00,0,48413,44810
2020-12-08T19:00:00,0,47271,43830
2020-12-08T19:30:00,0,45576,42286
2020-12-08T20:00:00,0,43338,41093
2020-12-08T20:30:00,0,41511,39828
2020-12-08T21:00:00,0,38047,38848
2020-12-08T21:30:00,0,35299,37438
2020-12-08T22:00:00,0,32499,35194
2020-12-08T22:30:00,0,30354,33345
2020-12-08T23:00:00,0,29755,31012
2020-12-08T23:30:00,0,28679,30031
2020-12-09T00:00:00,0,29092,29901
2020-12-09T00:30:00,0,29583,30140
2020-12-09T01:00:00,0,29218,29806
2020-12-09T01:30:00,0,28568,29193
2020-12-09T02:00:00,0,27592,28915
2020-12-09T02:30:00,0,27106,28634
2020-12-09T03:00:00,0,26934,28255
2020-12-09T03:30:00,0,26520,27918
2020-12-09T04:00:00,0,26132,27691
2020-12-09T04:30:00,0,26259,27706
2020-12-09T05:00:00,0,26127,28031
2020-12-09T05:30:00,0,27378,29412
2020-12-09T06:00:00,0,29163,32900
2020-12-09T06:30:00,0,32328,35829
2020-12-09T07:00:00,0,36397,38354
2020-12-09T07:30:00,0,38659,40221
2020-12-09T08:00:00,0,41963,40541
2020-12-09T08:30:00,0,42862,41047
2020-12-09T09:00:00,0,44248,41770
2020-12-09T09:30:00,0,44645,42002
2020-12-09T10:00:00,0,44242,41869
2020-12-09T10:30:00,0,44498,41947
2020-12-09T11:00:00,0,45427,42118
2020-12-09T11:30:00,0,45584,42189
2020-12-09T12:00:00,0,46388,42610
2020-12-09T12:30:00,0,46540,42775
2020-12-09T13:00:00,0,45276,42634
2020-12-09T13:30:00,0,44777,42422
2020-12-09T14:00:00,0,44998,42587
2020-12-09T14:30:00,0,44770,42474
2020-12-09T15:00:00,0,45730,42562
2020-12-09T15:30:00,0,47128,43897
2020-12-09T16:00:00,0,49241,45189
2020-12-09T16:30:00,0,50212,45830
2020-12-09T17:00:00,0,50202,46036
2020-12-09T17:30:00,0,49805,45794
2020-12-09T18:00:00,0,49554,45457
2020-12-09T18:30:00,0,48899,44873
2020-12-09T19:00:00,0,47320,43810
2020-12-09T19:30:00,0,45531,42369
2020-12-09T20:00:00,0,43778,41125
2020-12-09T20:30:00,0,41966,39809
2020-12-09T21:00:00,0,38610,37781
2020-12-09T21:30:00,0,36188,35868
2020-12-09T22:00:00,0,32931,35092
2020-12-09T22:30:00,0,31138,32917
2020-12-09T23:00:00,0,30741,30262
2020-12-09T23:30:00,0,29877,28908
2020-12-10T00:00:00,0,29488,28703
2020-12-10T00:30:00,0,30059,29160
2020-12-10T01:00:00,0,29464,28749
2020-12-10T01:30:00,0,28805,28119
2020-12-10T02:00:00,0,28181,27581
2020-12-10T02:30:00,0,27685,27449
2020-12-10T03:00:00,0,26482,27132
2020-12-10T03:30:00,0,26161,26864
2020-12-10T04:00:00,0,26244,26658
2020-12-10T04:30:00,0,26213,26745
2020-12-10T05:00:00,0,25164,27642
2020-12-10T05:30:00,0,26155,29032
2020-12-10T06:00:00,0,26869,33219
2020-12-10T06:30:00,0,29770,36543
2020-12-10T07:00:00,0,33922,39125
2020-12-10T07:30:00,0,36202,41393
2020-12-10T08:00:00,0,38081,42120
2020-12-10T08:30:00,0,38899,42670
2020-12-10T09:00:00,0,39949,43852
2020-12-10T09:30:00,0,40695,44023
2020-12-10T10:00:00,0,41134,43269
2020-12-10T10:30:00,0,41482,43399
