GMT Time,Loss of Load Probability - Latest - GB (),Actual Total Load - GB (MW),Demand Outturn (ITSDO) - GB (MW)
2018-01-01T00:00:00,0,30303,26413
2018-01-01T00:30:00,0,31096,27130
2018-01-01T01:00:00,0,30599,27378
2018-01-01T01:30:00,0,29402,26746
2018-01-01T02:00:00,0,28096,26169
2018-01-01T02:30:00,0,27278,25759
2018-01-01T03:00:00,0,25882,25482
2018-01-01T03:30:00,0,24911,24561
2018-01-01T04:00:00,0,24144,24022
2018-01-01T04:30:00,0,23812,23805
2018-01-01T05:00:00,0,23648,23861
2018-01-01T05:30:00,0,24005,23851
2018-01-01T06:00:00,0,24964,24720
2018-01-01T06:30:00,0,25384,25170
2018-01-01T07:00:00,0,25851,24881
2018-01-01T07:30:00,0,26463,24590
2018-01-01T08:00:00,0,27325,25050
2018-01-01T08:30:00,0,28484,26217
2018-01-01T09:00:00,0,31217,27494
2018-01-01T09:30:00,0,32480,28640
2018-01-01T10:00:00,0,34855,29831
2018-01-01T10:30:00,0,35955,30765
2018-01-01T11:00:00,0,37510,31802
2018-01-01T11:30:00,0,38457,32451
2018-01-01T12:00:00,0,39200,32950
2018-01-01T12:30:00,0,39397,33146
2018-01-01T13:00:00,0,39619,33483
2018-01-01T13:30:00,0,38806,33412
2018-01-01T14:00:00,0,39001,33563
2018-01-01T14:30:00,0,38438,33615
2018-01-01T15:00:00,0,38722,34171
2018-01-01T15:30:00,0,39229,35084
2018-01-01T16:00:00,0,40642,36750
2018-01-01T16:30:00,0,42894,38943
2018-01-01T17:00:00,0,43512,39606
2018-01-01T17:30:00,0,43092,39259
2018-01-01T18:00:00,0,42214,38341
2018-01-01T18:30:00,0,41588,37741
2018-01-01T19:00:00,0,40198,36778
2018-01-01T19:30:00,0,39079,35633
2018-01-01T20:00:00,0,38240,34518
2018-01-01T20:30:00,0,36978,33187
2018-01-01T21:00:00,0,35503,32131
2018-01-01T21:30:00,0,33951,30740
2018-01-01T22:00:00,0,31982,29332
2018-01-01T22:30:00,0,30608,27905
2018-01-01T23:00:00,0,28361,27064
2018-01-01T23:30:00,0,26825,26498
2018-01-02T00:00:00,0,26852,26236
2018-01-02T00:30:00,0,27787,26880
2018-01-02T01:00:00,0,27783,26851
2018-01-02T01:30:00,0,27102,26575
2018-01-02T02:00:00,0,26903,26213
2018-01-02T02:30:00,0,26896,26303
2018-01-02T03:00:00,0,26657,26331
2018-01-02T03:30:00,0,25985,26157
2018-01-02T04:00:00,0,25880,26049
2018-01-02T04:30:00,0,26004,25996
2018-01-02T05:00:00,0,27491,26538
2018-01-02T05:30:00,0,29154,26977
2018-01-02T06:00:00,0,32571,28760
2018-01-02T06:30:00,0,34909,30860
2018-01-02T07:00:00,0,36958,33352
2018-01-02T07:30:00,0,38581,34815
2018-01-02T08:00:00,0,41062,36621
2018-01-02T08:30:00,0,42559,38126
2018-01-02T09:00:00,0,44112,39674
2018-01-02T09:30:00,0,44937,40637
2018-01-02T10:00:00,0,45600,41271
2018-01-02T10:30:00,0,46073,41487
2018-01-02T11:00:00,0,46367,41794
2018-01-02T11:30:00,0,46816,41986
2018-01-02T12:00:00,0,47171,42287
2018-01-02T12:30:00,0,47109,42390
2018-01-02T13:00:00,0,47007,42266
2018-01-02T13:30:00,0,47214,41974
2018-01-02T14:00:00,0,46556,41833
2018-01-02T14:30:00,0,46188,41643
2018-01-02T15:00:00,0,46213,41925
2018-01-02T15:30:00,0,46726,42610
2018-01-02T16:00:00,0,47832,43870
2018-01-02T16:30:00,0,49193,45397
2018-01-02T17:00:00,0,49507,46153
2018-01-02T17:30:00,0,49236,46185
2018-01-02T18:00:00,0,48664,45590
2018-01-02T18:30:00,0,47778,44641
2018-01-02T19:00:00,0,46910,43499
2018-01-02T19:30:00,0,45369,41692
2018-01-02T20:00:00,0,44256,40237
2018-01-02T20:30:00,0,42674,38363
2018-01-02T21:00:00,0,40912,36399
2018-01-02T21:30:00,0,38781,34064
2018-01-02T22:00:00,0,36881,31850
2018-01-02T22:30:00,0,35110,29831
2018-01-02T23:00:00,0,32417,27927
2018-01-02T23:30:00,0,30804,27186
2018-01-03T00:00:00,0,30080,26822
2018-01-03T00:30:00,0,30662,27065
2018-01-03T01:00:00,0,30487,26763
2018-01-03T01:30:00,0,29688,26432
2018-01-03T02:00:00,0,28758,26501
2018-01-03T02:30:00,0,28342,26387
2018-01-03T03:00:00,0,27891,26345
2018-01-03T03:30:00,0,27787,25792
2018-01-03T04:00:00,0,27271,25876
2018-01-03T04:30:00,0,27372,25846
2018-01-03T05:00:00,0,28149,26197
2018-01-03T05:30:00,0,29611,26624
2018-01-03T06:00:00,0,33504,28525
2018-01-03T06:30:00,0,36084,30818
2018-01-03T07:00:00,0,39249,33745
2018-01-03T07:30:00,0,41063,35534
2018-01-03T08:00:00,0,42638,37177
2018-01-03T08:30:00,0,43613,38131
2018-01-03T09:00:00,0,44935,39039
2018-01-03T09:30:00,0,45415,39188
2018-01-03T10:00:00,0,45709,39243
2018-01-03T10:30:00,0,45892,39186
2018-01-03T11:00:00,0,46052,39238
2018-01-03T11:30:00,0,46012,38944
2018-01-03T12:00:00,0,46395,39361
2018-01-03T12:30:00,0,46310,39366
2018-01-03T13:00:00,0,46144,39459
2018-01-03T13:30:00,0,45724,39433
2018-01-03T14:00:00,0,45771,39948
2018-01-03T14:30:00,0,45623,40369
2018-01-03T15:00:00,0,45654,40775
2018-01-03T15:30:00,0,45989,41546
2018-01-03T16:00:00,0,47078,42964
2018-01-03T16:30:00,0,2228,45140
2018-01-03T17:00:00,0,49358,46082
2018-01-03T17:30:00,0,49004,46087
2018-01-03T18:00:00,0,48498,45609
2018-01-03T18:30:00,0,47688,44702
2018-01-03T19:00:00,0,47122,44001
2018-01-03T19:30:00,0,46044,42692
2018-01-03T20:00:00,0,44580,41199
2018-01-03T20:30:00,0,42974,39473
2018-01-03T21:00:00,0,40942,37533
2018-01-03T21:30:00,0,38837,35390
2018-01-03T22:00:00,0,36730,33367
2018-01-03T22:30:00,0,34983,31545
2018-01-03T23:00:00,0,32520,30032
2018-01-03T23:30:00,0,30653,29629
2018-01-04T00:00:00,0,30220,29806
2018-01-04T00:30:00,0,30764,30296
2018-01-04T01:00:00,0,30553,29916
2018-01-04T01:30:00,0,30198,29224
2018-01-04T02:00:00,0,29822,29030
2018-01-04T02:30:00,0,29836,28947
2018-01-04T03:00:00,0,29610,28751
2018-01-04T03:30:00,0,29388,28509
2018-01-04T04:00:00,0,29461,28375
2018-01-04T04:30:00,0,29623,28533
2018-01-04T05:00:00,0,30492,29219
2018-01-04T05:30:00,0,31948,30041
2018-01-04T06:00:00,0,35216,31751
2018-01-04T06:30:00,0,38332,34035
2018-01-04T07:00:00,0,41214,37166
2018-01-04T07:30:00,0,42834,38896
2018-01-04T08:00:00,0,44103,40280
2018-01-04T08:30:00,0,44756,40680
2018-01-04T09:00:00,0,45610,41449
2018-01-04T09:30:00,0,45943,41573
2018-01-04T10:00:00,0,46021,41451
2018-01-04T10:30:00,0,46200,41205
2018-01-04T11:00:00,0,46350,41443
2018-01-04T11:30:00,0,46513,41557
2018-01-04T12:00:00,0,46657,41652
2018-01-04T12:30:00,0,46363,41373
2018-01-04T13:00:00,0,46424,41468
2018-01-04T13:30:00,0,46284,41131
2018-01-04T14:00:00,0,45904,41157
2018-01-04T14:30:00,0,45594,41241
2018-01-04T15:00:00,0,45871,41595
2018-01-04T15:30:00,0,46459,42458
2018-01-04T16:00:00,0,47815,43850
2018-01-04T16:30:00,0,49706,46082
2018-01-04T17:00:00,0,50113,46930
2018-01-04T17:30:00,0,49688,46807
2018-01-04T18:00:00,0,49216,46477
2018-01-04T18:30:00,0,48258,45692
2018-01-04T19:00:00,0,47403,44799
2018-01-04T19:30:00,0,46216,43530
2018-01-04T20:00:00,0,44997,42114
2018-01-04T20:30:00,0,43586,40459
2018-01-04T21:00:00,0,42083,38595
2018-01-04T21:30:00,0,40037,36547
2018-01-04T22:00:00,0,38245,34611
2018-01-04T22:30:00,0,36294,32783
2018-01-04T23:00:00,0,34242,30985
2018-01-04T23:30:00,0,32506,30534
2018-01-05T00:00:00,0,32089,30516
2018-01-05T00:30:00,0,32755,30968
2018-01-05T01:00:00,0,32404,30585
2018-01-05T01:30:00,0,31553,30037
2018-01-05T02:00:00,0,30958,29483
2018-01-05T02:30:00,0,30859,29298
2018-01-05T03:00:00,0,30318,28967
2018-01-05T03:30:00,0,29700,28495
2018-01-05T04:00:00,0,29497,28293
2018-01-05T04:30:00,0,29506,28312
2018-01-05T05:00:00,0,30135,28947
2018-01-05T05:30:00,0,31696,29666
2018-01-05T06:00:00,0,35168,31579
2018-01-05T06:30:00,0,38020,34132
2018-01-05T07:00:00,0,40978,37293
2018-01-05T07:30:00,0,42910,39286
2018-01-05T08:00:00,0,44238,40927
2018-01-05T08:30:00,0,44896,41588
2018-01-05T09:00:00,0,45953,42451
2018-01-05T09:30:00,0,46441,42674
2018-01-05T10:00:00,0,46593,42668
2018-01-05T10:30:00,0,46630,42678
2018-01-05T11:00:00,0,46673,42678
2018-01-05T11:30:00,0,46883,42701
2018-01-05T12:00:00,0,47021,42748
2018-01-05T12:30:00,0,46519,42485
2018-01-05T13:00:00,0,46263,42443
2018-01-05T13:30:00,0,45770,42275
2018-01-05T14:00:00,0,45846,42298
2018-01-05T14:30:00,0,45389,42320
2018-01-05T15:00:00,0,45289,42654
2018-01-05T15:30:00,0,45789,43341
2018-01-05T16:00:00,0,46922,44430
2018-01-05T16:30:00,0,49018,46208
2018-01-05T17:00:00,0,49672,47104
2018-01-05T17:30:00,0,49183,47123
2018-01-05T18:00:00,0,48580,46586
2018-01-05T18:30:00,0,47875,46127
2018-01-05T19:00:00,0,47193,45182
2018-01-05T19:30:00,0,46029,43794
2018-01-05T20:00:00,0,44699,42500
2018-01-05T20:30:00,0,43020,40854
2018-01-05T21:00:00,0,41511,39061
2018-01-05T21:30:00,0,39973,37084
2018-01-05T22:00:00,0,38305,34935
2018-01-05T22:30:00,0,37073,33386
2018-01-05T23:00:00,0,35621,31517
2018-01-05T23:30:00,0,34526,30390
2018-01-06T00:00:00,0,34129,29868
2018-01-06T00:30:00,0,34610,30102
2018-01-06T01:00:00,0,33923,29598
2018-01-06T01:30:00,0,32659,29143
2018-01-06T02:00:00,0,31645,28773
2018-01-06T02:30:00,0,31334,28263
2018-01-06T03:00:00,0,30051,28406
2018-01-06T03:30:00,0,29242,28078
2018-01-06T04:00:00,0,28635,27561
2018-01-06T04:30:00,0,28443,27319
2018-01-06T05:00:00,0,28728,27361
2018-01-06T05:30:00,0,29389,27356
2018-01-06T06:00:00,0,30826,28747
2018-01-06T06:30:00,0,32333,29255
2018-01-06T07:00:00,0,34602,29922
2018-01-06T07:30:00,0,35887,30996
2018-01-06T08:00:00,0,37450,32495
2018-01-06T08:30:00,0,39223,34236
2018-01-06T09:00:00,0,41060,35814
2018-01-06T09:30:00,0,42112,36482
2018-01-06T10:00:00,0,43107,37010
2018-01-06T10:30:00,0,43653,37139
2018-01-06T11:00:00,0,43742,37078
2018-01-06T11:30:00,0,43799,36889
2018-01-06T12:00:00,0,43880,37049
2018-01-06T12:30:00,0,43561,36944
2018-01-06T13:00:00,0,43427,36934
2018-01-06T13:30:00,0,43091,36681
2018-01-06T14:00:00,0,42686,36828
2018-01-06T14:30:00,0,42443,36851
2018-01-06T15:00:00,0,42545,37224
2018-01-06T15:30:00,0,43243,38215
2018-01-06T16:00:00,0,44734,39975
2018-01-06T16:30:00,0,46978,42399
2018-01-06T17:00:00,0,47737,43253
2018-01-06T17:30:00,0,48040,43587
2018-01-06T18:00:00,0,47366,43187
2018-01-06T18:30:00,0,46219,42284
2018-01-06T19:00:00,0,45292,41388
2018-01-06T19:30:00,0,44248,40345
2018-01-06T20:00:00,0,42979,39042
2018-01-06T20:30:00,0,41662,37767
2018-01-06T21:00:00,0,40378,36418
2018-01-06T21:30:00,0,38921,34980
2018-01-06T22:00:00,0,37515,33424
2018-01-06T22:30:00,0,36589,32372
2018-01-06T23:00:00,0,34601,30639
2018-01-06T23:30:00,0,33379,29839
2018-01-07T00:00:00,0,33238,29439
2018-01-07T00:30:00,0,33568,29491
2018-01-07T01:00:00,0,32324,29655
2018-01-07T01:30:00,0,30850,29541
2018-01-07T02:00:00,0,30090,29155
2018-01-07T02:30:00,0,30090,28943
2018-01-07T03:00:00,0,29542,28629
2018-01-07T03:30:00,0,28946,28044
2018-01-07T04:00:00,0,28574,27796
2018-01-07T04:30:00,0,28217,27426
2018-01-07T05:00:00,0,28194,27397
2018-01-07T05:30:00,0,28332,27525
2018-01-07T06:00:00,0,29107,28210
2018-01-07T06:30:00,0,29931,28656
2018-01-07T07:00:00,0,30922,29549
2018-01-07T07:30:00,0,31963,29494
2018-01-07T08:00:00,0,34124,30088
2018-01-07T08:30:00,0,35726,31494
2018-01-07T09:00:00,0,38106,33090
2018-01-07T09:30:00,0,39598,33999
2018-01-07T10:00:00,0,40936,34720
2018-01-07T10:30:00,0,41704,35050
2018-01-07T11:00:00,0,42274,35242
2018-01-07T11:30:00,0,42516,35472
2018-01-07T12:00:00,0,43105,35728
2018-01-07T12:30:00,0,43216,35711
2018-01-07T13:00:00,0,43046,35870
2018-01-07T13:30:00,0,41617,35983
2018-01-07T14:00:00,0,42802,36508
2018-01-07T14:30:00,0,42627,37309
2018-01-07T15:00:00,0,43034,38499
2018-01-07T15:30:00,0,43759,39879
2018-01-07T16:00:00,0,45675,42177
2018-01-07T16:30:00,0,48448,44894
2018-01-07T17:00:00,0,49481,46223
2018-01-07T17:30:00,0,49218,46228
2018-01-07T18:00:00,0,48444,45598
2018-01-07T18:30:00,0,47472,44474
2018-01-07T19:00:00,0,46396,43527
2018-01-07T19:30:00,0,45200,42113
2018-01-07T20:00:00,0,44051,40862
2018-01-07T20:30:00,0,42431,39146
2018-01-07T21:00:00,0,41024,37431
2018-01-07T21:30:00,0,39322,35445
2018-01-07T22:00:00,0,37734,33537
2018-01-07T22:30:00,0,35987,31522
2018-01-07T23:00:00,0,34022,29694
2018-01-07T23:30:00,0,32487,29202
2018-01-08T00:00:00,0,31575,29637
2018-01-08T00:30:00,0,32398,29887
2018-01-08T01:00:00,0,31985,30128
2018-01-08T01:30:00,0,31092,29666
2018-01-08T02:00:00,0,30701,29262
2018-01-08T02:30:00,0,30604,29110
2018-01-08T03:00:00,0,30275,28848
2018-01-08T03:30:00,0,29932,28713
2018-01-08T04:00:00,0,29729,28565
2018-01-08T04:30:00,0,29783,28723
2018-01-08T05:00:00,0,30724,29147
2018-01-08T05:30:00,0,32330,30096
2018-01-08T06:00:00,0,36783,33078
2018-01-08T06:30:00,0,40722,36030
2018-01-08T07:00:00,0,44404,40035
2018-01-08T07:30:00,0,46703,42421
2018-01-08T08:00:00,0,47766,43288
2018-01-08T08:30:00,0,48251,43664
2018-01-08T09:00:00,0,48996,44583
2018-01-08T09:30:00,0,49440,44753
2018-01-08T10:00:00,0,49821,44795
2018-01-08T10:30:00,0,50323,45257
2018-01-08T11:00:00,0,50839,45617
2018-01-08T11:30:00,0,50987,45807
2018-01-08T12:00:00,0,51308,46125
2018-01-08T12:30:00,0,51034,46198
2018-01-08T13:00:00,0,50895,46071
2018-01-08T13:30:00,0,50951,45852
2018-01-08T14:00:00,0,50447,45826
2018-01-08T14:30:00,0,49981,45690
2018-01-08T15:00:00,0,49679,46149
2018-01-08T15:30:00,0,50744,47423
2018-01-08T16:00:00,0,51362,48103
2018-01-08T16:30:00,0,51753,48930
2018-01-08T17:00:00,0,51792,49001
2018-01-08T17:30:00,0,51250,48706
2018-01-08T18:00:00,0,51030,48548
2018-01-08T18:30:00,0,50842,48295
2018-01-08T19:00:00,0,50793,47798
2018-01-08T19:30:00,0,50085,46496
2018-01-08T20:00:00,0,48978,44806
2018-01-08T20:30:00,0,47255,42843
2018-01-08T21:00:00,0,45286,40736
2018-01-08T21:30:00,0,42911,38224
2018-01-08T22:00:00,0,40841,36141
2018-01-08T22:30:00,0,38714,33968
2018-01-08T23:00:00,0,36005,32043
2018-01-08T23:30:00,0,33434,31481
2018-01-09T00:00:00,0,33398,31317
2018-01-09T00:30:00,0,33692,31986
2018-01-09T01:00:00,0,33375,31772
2018-01-09T01:30:00,0,32746,31294
2018-01-09T02:00:00,0,32324,30971
2018-01-09T02:30:00,0,32176,30814
2018-01-09T03:00:00,0,31982,30702
2018-01-09T03:30:00,0,31481,30427
2018-01-09T04:00:00,0,31228,30212
2018-01-09T04:30:00,0,31290,30286
2018-01-09T05:00:00,0,32049,30899
2018-01-09T05:30:00,0,33768,31462
2018-01-09T06:00:00,0,38093,33729
2018-01-09T06:30:00,0,41512,36973
2018-01-09T07:00:00,0,44586,40709
2018-01-09T07:30:00,0,46855,42893
2018-01-09T08:00:00,0,48326,44072
2018-01-09T08:30:00,0,48579,44292
2018-01-09T09:00:00,0,49231,45051
2018-01-09T09:30:00,0,49606,45377
2018-01-09T10:00:00,0,49708,45586
2018-01-09T10:30:00,0,49951,45890
2018-01-09T11:00:00,0,50180,46092
2018-01-09T11:30:00,0,50170,46105
2018-01-09T12:00:00,0,50238,46163
2018-01-09T12:30:00,0,50018,46032
2018-01-09T13:00:00,0,49884,46001
2018-01-09T13:30:00,0,49919,45690
2018-01-09T14:00:00,0,49136,45856
2018-01-09T14:30:00,0,48704,45941
2018-01-09T15:00:00,0,48984,46043
2018-01-09T15:30:00,0,49832,46881
2018-01-09T16:00:00,0,49832,47198
2018-01-09T16:30:00,0,50481,47892
2018-01-09T17:00:00,0,50867,48427
2018-01-09T17:30:00,0,50425,48257
2018-01-09T18:00:00,0,50249,48157
2018-01-09T18:30:00,0,49833,47756
2018-01-09T19:00:00,0,49585,47529
2018-01-09T19:30:00,0,48775,46651
2018-01-09T20:00:00,0,47498,45234
2018-01-09T20:30:00,0,45685,43126
2018-01-09T21:00:00,0,43671,41000
2018-01-09T21:30:00,0,41325,38537
2018-01-09T22:00:00,0,39198,36313
2018-01-09T22:30:00,0,37268,34189
2018-01-09T23:00:00,0,34560,32664
2018-01-09T23:30:00,0,32787,31994
2018-01-10T00:00:00,0,32681,31731
2018-01-10T00:30:00,0,33260,32126
2018-01-10T01:00:00,0,33079,31898
2018-01-10T01:30:00,0,32277,31361
2018-01-10T02:00:00,0,31858,31102
2018-01-10T02:30:00,0,31778,30979
2018-01-10T03:00:00,0,31197,30630
2018-01-10T03:30:00,0,30788,30185
2018-01-10T04:00:00,0,30605,29935
2018-01-10T04:30:00,0,30569,30073
2018-01-10T05:00:00,0,31438,30630
2018-01-10T05:30:00,0,32890,31535
2018-01-10T06:00:00,0,36954,33770
2018-01-10T06:30:00,0,40334,37005
2018-01-10T07:00:00,0,43976,41123
2018-01-10T07:30:00,0,45834,43356
2018-01-10T08:00:00,0,46481,44193
2018-01-10T08:30:00,0,46474,43990
2018-01-10T09:00:00,0,47173,44397
2018-01-10T09:30:00,0,47413,44556
2018-01-10T10:00:00,0,47524,44288
2018-01-10T10:30:00,0,47390,43997
2018-01-10T11:00:00,0,47365,43732
2018-01-10T11:30:00,0,47379,43485
2018-01-10T12:00:00,0,47489,43502
2018-01-10T12:30:00,0,47217,43176
2018-01-10T13:00:00,0,46966,43175
2018-01-10T13:30:00,0,45807,42943
2018-01-10T14:00:00,0,46226,43035
2018-01-10T14:30:00,0,46049,43473
2018-01-10T15:00:00,0,46021,43978
2018-01-10T15:30:00,0,46679,45185
2018-01-10T16:00:00,0,47281,45975
2018-01-10T16:30:00,0,49114,47863
2018-01-10T17:00:00,0,49485,48427
2018-01-10T17:30:00,0,49276,48213
2018-01-10T18:00:00,0,49072,48117
2018-01-10T18:30:00,0,49270,48294
2018-01-10T19:00:00,0,49032,48025
2018-01-10T19:30:00,0,48092,46788
2018-01-10T20:00:00,0,46899,45418
2018-01-10T20:30:00,0,45056,43575
2018-01-10T21:00:00,0,43280,41506
2018-01-10T21:30:00,0,41158,38800
2018-01-10T22:00:00,0,39127,36324
2018-01-10T22:30:00,0,37268,34150
2018-01-10T23:00:00,0,34370,32741
2018-01-10T23:30:00,0,32533,32134
2018-01-11T00:00:00,0,32470,31961
2018-01-11T00:30:00,0,33119,32405
2018-01-11T01:00:00,0,32921,31945
2018-01-11T01:30:00,0,32278,31254
2018-01-11T02:00:00,0,31751,30715
2018-01-11T02:30:00,0,31534,30701
2018-01-11T03:00:00,0,30994,30321
2018-01-11T03:30:00,0,30506,29917
2018-01-11T04:00:00,0,30262,29660
2018-01-11T04:30:00,0,30431,29756
2018-01-11T05:00:00,0,31286,30274
2018-01-11T05:30:00,0,33014,31159
2018-01-11T06:00:00,0,36666,33575
2018-01-11T06:30:00,0,39916,36821
2018-01-11T07:00:00,0,43566,40735
2018-01-11T07:30:00,0,45611,43246
2018-01-11T08:00:00,0,46292,44341
2018-01-11T08:30:00,0,46459,44378
2018-01-11T09:00:00,0,47508,45224
2018-01-11T09:30:00,0,47769,45551
2018-01-11T10:00:00,0,47890,45176
2018-01-11T10:30:00,0,47934,45042
2018-01-11T11:00:00,0,48061,45009
2018-01-11T11:30:00,0,47992,44980
2018-01-11T12:00:00,0,48064,44951
2018-01-11T12:30:00,0,47777,44808
2018-01-11T13:00:00,0,47834,44860
2018-01-11T13:30:00,0,47243,44786
2018-01-11T14:00:00,0,47198,44934
2018-01-11T14:30:00,0,46963,45010
2018-01-11T15:00:00,0,46844,45067
2018-01-11T15:30:00,0,47349,45900
2018-01-11T16:00:00,0,48399,47042
2018-01-11T16:30:00,0,49281,48182
2018-01-11T17:00:00,0,49447,48513
2018-01-11T17:30:00,0,49273,48372
2018-01-11T18:00:00,0,49034,48175
2018-01-11T18:30:00,0,48859,47935
2018-01-11T19:00:00,0,48927,47852
2018-01-11T19:30:00,0,48157,46859
2018-01-11T20:00:00,0,46970,45415
2018-01-11T20:30:00,0,45596,43987
2018-01-11T21:00:00,0,43707,41752
2018-01-11T21:30:00,0,41366,39187
2018-01-11T22:00:00,0,39236,36778
2018-01-11T22:30:00,0,37375,34627
2018-01-11T23:00:00,0,35425,32288
2018-01-11T23:30:00,0,34412,31104
2018-01-12T00:00:00,0,33973,31143
2018-01-12T00:30:00,0,34318,31688
2018-01-12T01:00:00,0,33523,31909
2018-01-12T01:30:00,0,32556,31663
2018-01-12T02:00:00,0,31992,31225
2018-01-12T02:30:00,0,31915,31089
2018-01-12T03:00:00,0,31500,30646
2018-01-12T03:30:00,0,31012,30116
2018-01-12T04:00:00,0,30797,29856
2018-01-12T04:30:00,0,30743,29750
2018-01-12T05:00:00,0,31470,30314
2018-01-12T05:30:00,0,33142,30992
2018-01-12T06:00:00,0,37141,33368
2018-01-12T06:30:00,0,40377,36406
2018-01-12T07:00:00,0,44123,40104
2018-01-12T07:30:00,0,46167,42222
2018-01-12T08:00:00,0,46971,42885
2018-01-12T08:30:00,0,46984,42887
2018-01-12T09:00:00,0,47705,43506
2018-01-12T09:30:00,0,47876,43650
2018-01-12T10:00:00,0,48112,43544
2018-01-12T10:30:00,0,48003,43350
2018-01-12T11:00:00,0,47943,43182
2018-01-12T11:30:00,0,47846,43050
2018-01-12T12:00:00,0,47967,43287
2018-01-12T12:30:00,0,47837,43163
2018-01-12T13:00:00,0,47908,43080
2018-01-12T13:30:00,0,48165,42743
2018-01-12T14:00:00,0,47583,42743
2018-01-12T14:30:00,0,47099,42540
2018-01-12T15:00:00,0,46803,42467
2018-01-12T15:30:00,0,47567,43482
2018-01-12T16:00:00,0,48180,44342
2018-01-12T16:30:00,0,49953,46397
2018-01-12T17:00:00,0,50379,47243
2018-01-12T17:30:00,0,49741,47038
2018-01-12T18:00:00,0,48871,45991
2018-01-12T18:30:00,0,48208,45117
2018-01-12T19:00:00,0,47710,44180
2018-01-12T19:30:00,0,46581,42738
2018-01-12T20:00:00,0,45746,41449
2018-01-12T20:30:00,0,44260,39612
2018-01-12T21:00:00,0,42611,37870
2018-01-12T21:30:00,0,40748,35827
2018-01-12T22:00:00,0,38705,33743
2018-01-12T22:30:00,0,37100,32130
2018-01-12T23:00:00,0,35166,30305
2018-01-12T23:30:00,0,34063,29192
2018-01-13T00:00:00,0,33635,28867
2018-01-13T00:30:00,0,33919,29140
2018-01-13T01:00:00,0,32839,29155
2018-01-13T01:30:00,0,31210,29068
2018-01-13T02:00:00,0,30529,28481
2018-01-13T02:30:00,0,30044,28477
2018-01-13T03:00:00,0,29517,27926
2018-01-13T03:30:00,0,28864,27242
2018-01-13T04:00:00,0,28589,27013
2018-01-13T04:30:00,0,28403,26914
2018-01-13T05:00:00,0,28650,26823
2018-01-13T05:30:00,0,29371,27051
2018-01-13T06:00:00,0,30735,28198
2018-01-13T06:30:00,0,32148,28901
2018-01-13T07:00:00,0,34834,29777
2018-01-13T07:30:00,0,35990,31023
2018-01-13T08:00:00,0,37419,32901
2018-01-13T08:30:00,0,39018,34796
2018-01-13T09:00:00,0,40754,36524
2018-01-13T09:30:00,0,41825,37368
2018-01-13T10:00:00,0,42691,37841
2018-01-13T10:30:00,0,43123,38127
2018-01-13T11:00:00,0,43302,38359
2018-01-13T11:30:00,0,43494,38294
2018-01-13T12:00:00,0,43339,38221
2018-01-13T12:30:00,0,43197,38394
2018-01-13T13:00:00,0,43119,38748
2018-01-13T13:30:00,0,43328,38435
2018-01-13T14:00:00,0,42778,38380
2018-01-13T14:30:00,0,42601,38321
2018-01-13T15:00:00,0,42591,38633
2018-01-13T15:30:00,0,42990,39271
2018-01-13T16:00:00,0,44110,40744
2018-01-13T16:30:00,0,45754,42511
2018-01-13T17:00:00,0,46882,43685
2018-01-13T17:30:00,0,46949,43845
2018-01-13T18:00:00,0,46415,43456
2018-01-13T18:30:00,0,45403,42470
2018-01-13T19:00:00,0,44253,41660
2018-01-13T19:30:00,0,42920,40374
2018-01-13T20:00:00,0,41806,39234
2018-01-13T20:30:00,0,40366,37715
2018-01-13T21:00:00,0,39145,36230
2018-01-13T21:30:00,0,37863,34788
2018-01-13T22:00:00,0,36450,33186
2018-01-13T22:30:00,0,35543,32051
2018-01-13T23:00:00,0,34170,30479
2018-01-13T23:30:00,0,33160,29766
2018-01-14T00:00:00,0,32378,29732
2018-01-14T00:30:00,0,32671,30028
2018-01-14T01:00:00,0,31794,29916
2018-01-14T01:30:00,0,30751,29242
2018-01-14T02:00:00,0,29738,28965
2018-01-14T02:30:00,0,29483,28904
2018-01-14T03:00:00,0,28780,28434
2018-01-14T03:30:00,0,28174,27787
2018-01-14T04:00:00,0,27771,27616
2018-01-14T04:30:00,0,27518,27299
2018-01-14T05:00:00,0,27608,27319
2018-01-14T05:30:00,0,27788,27331
2018-01-14T06:00:00,0,29002,27812
2018-01-14T06:30:00,0,30251,27937
2018-01-14T07:00:00,0,32023,28049
2018-01-14T07:30:00,0,32866,28929
2018-01-14T08:00:00,0,34389,30499
2018-01-14T08:30:00,0,36105,32285
2018-01-14T09:00:00,0,38004,34153
2018-01-14T09:30:00,0,39428,35605
2018-01-14T10:00:00,0,40782,36648
2018-01-14T10:30:00,0,41494,37210
2018-01-14T11:00:00,0,42261,37639
2018-01-14T11:30:00,0,42658,37851
2018-01-14T12:00:00,0,43078,37933
2018-01-14T12:30:00,0,43320,38169
2018-01-14T13:00:00,0,43373,38229
2018-01-14T13:30:00,0,43123,38037
2018-01-14T14:00:00,0,43078,37888
2018-01-14T14:30:00,0,43177,38012
2018-01-14T15:00:00,0,43559,38491
2018-01-14T15:30:00,0,44467,39456
2018-01-14T16:00:00,0,45994,40933
2018-01-14T16:30:00,0,48020,42826
2018-01-14T17:00:00,0,48937,43565
2018-01-14T17:30:00,0,48386,43289
2018-01-14T18:00:00,0,47968,42976
2018-01-14T18:30:00,0,46884,41956
2018-01-14T19:00:00,0,45378,40633
